Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change
Laborer/Student Worker,4116,7,3335,4148,813,24.38%
Laborer/Student Worker,4116,8,3483,4332,849,24.38%
Laborer/Student Worker,4116,9,3629,4311,682,18.79%
Laborer/Student Worker,4116,10,3790,4300,510,13.46%
Legal Secretary,110,1,3335,4148,813,24.38%
Legal Secretary,110,2,3483,4332,849,24.38%
Legal Secretary,110,3,3629,4514,885,24.39%
Legal Secretary,110,4,3790,4714,924,24.38%
Legal Secretary,110,5,3964,4930,966,24.37%
Legal Secretary,110,6,4155,5168,1013,24.38%
Legal Secretary,110,7,4356,5418,1062,24.38%
Legal Secretary,110,8,4555,5666,1111,24.39%
Legal Secretary,110,9,4776,5674,898,18.80%
Legal Secretary,110,10,5019,5695,676,13.47%
Librarian,3330,1,4776,5941,1165,24.39%
Librarian,3330,2,5019,6243,1224,24.39%
Librarian,3330,3,5256,6538,1282,24.39%
Librarian,3330,4,5503,6845,1342,24.39%
Librarian,3330,5,5771,7178,1407,24.38%
Librarian,3330,6,6051,7527,1476,24.39%
Librarian,3330,7,6350,7898,1548,24.38%
Librarian,3330,8,6664,8289,1625,24.38%
Librarian,3330,9,6982,8295,1313,18.81%
Librarian,3330,10,7327,8314,987,13.47%
Licensed Practical Nurse,6135,1,4131,5138,1007,24.38%
Licensed Practical Nurse,6135,2,4339,5397,1058,24.38%
Licensed Practical Nurse,6135,3,4558,5669,1111,24.37%
Licensed Practical Nurse,6135,4,4758,5918,1160,24.38%
Licensed Practical Nurse,6135,5,4982,6197,1215,24.39%
Licensed Practical Nurse,6135,6,5251,6531,1280,24.38%
Licensed Practical Nurse,6135,7,5493,6832,1339,24.38%
Licensed Practical Nurse,6135,8,5732,7130,1398,24.39%
Licensed Practical Nurse,6135,9,6009,7139,1130,18.81%
Licensed Practical Nurse,6135,10,6298,7146,848,13.46%
Livestock Brand Inspector,5430,1,3005,3738,733,24.39%
Livestock Brand Inspector,5430,2,3095,3849,754,24.36%
Livestock Brand Inspector,5430,3,3218,4002,784,24.36%
Livestock Brand Inspector,5430,4,3335,4148,813,24.38%
Livestock Brand Inspector,5430,5,3483,4332,849,24.38%
Livestock Brand Inspector,5430,6,3629,4514,885,24.39%
Livestock Brand Inspector,5430,7,3790,4714,924,24.38%
Livestock Brand Inspector,5430,8,3964,4930,966,24.37%
Livestock Brand Inspector,5430,9,4155,4936,781,18.80%
Livestock Brand Inspector,5430,10,4356,4943,587,13.48%
Loan Specialist 1,1001,1,4155,5168,1013,24.38%
Loan Specialist 1,1001,2,4356,5418,1062,24.38%
Loan Specialist 1,1001,3,4555,5666,1111,24.39%
Loan Specialist 1,1001,4,4776,5941,1165,24.39%
Loan Specialist 1,1001,5,5019,6243,1224,24.39%
Loan Specialist 1,1001,6,5256,6538,1282,24.39%
Loan Specialist 1,1001,7,5503,6845,1342,24.39%
Loan Specialist 1,1001,8,5771,7178,1407,24.38%
Loan Specialist 1,1001,9,6051,7189,1138,18.81%
Loan Specialist 1,1001,10,6350,7205,855,13.46%
Loan Specialist 2,1003,1,5019,6243,1224,24.39%
Loan Specialist 2,1003,2,5256,6538,1282,24.39%
Loan Specialist 2,1003,3,5503,6845,1342,24.39%
Loan Specialist 2,1003,4,5771,7178,1407,24.38%
Loan Specialist 2,1003,5,6051,7527,1476,24.39%
Loan Specialist 2,1003,6,6350,7898,1548,24.38%
Loan Specialist 2,1003,7,6664,8289,1625,24.38%
Loan Specialist 2,1003,8,6982,8685,1703,24.39%
Loan Specialist 2,1003,9,7327,8705,1378,18.81%
Loan Specialist 2,1003,10,7678,8712,1034,13.47%
Loan Specialist 3,1003,1,5771,7178,1407,24.38%
Loan Specialist 3,1003,2,6051,7527,1476,24.39%
Loan Specialist 3,1003,3,6350,7898,1548,24.38%
Loan Specialist 3,1003,4,6664,8289,1625,24.38%
Loan Specialist 3,1003,5,6982,8685,1703,24.39%
Loan Specialist 3,1003,6,7327,9114,1787,24.39%
Loan Specialist 3,1003,7,7678,9550,1872,24.38%
Loan Specialist 3,1003,8,8057,10022,1965,24.39%
Loan Specialist 3,1003,9,8450,10039,1589,18.80%
Loan Specialist 3,1003,10,8870,10065,1195,13.47%
Machinist,4018,1,4776,5941,1165,24.39%
Machinist,4018,2,5019,6243,1224,24.39%
Machinist,4018,3,5256,6538,1282,24.39%
Machinist,4018,4,5503,6845,1342,24.39%
Machinist,4018,5,5771,7178,1407,24.38%
Machinist,4018,6,6051,7527,1476,24.39%
Machinist,4018,7,6350,7898,1548,24.38%
Machinist,4018,8,6664,8289,1625,24.38%
Machinist,4018,9,6982,8295,1313,18.81%
Machinist,4018,10,7327,8314,987,13.47%
Mail Delivery Driver,4404,1,3005,3738,733,24.39%
Mail Delivery Driver,4404,2,3095,3849,754,24.36%
Mail Delivery Driver,4404,3,3218,4002,784,24.36%
Mail Delivery Driver,4404,4,3335,4148,813,24.38%
Mail Delivery Driver,4404,5,3483,4332,849,24.38%
Mail Delivery Driver,4404,6,3629,4514,885,24.39%
Mail Delivery Driver,4404,7,3790,4714,924,24.38%
Mail Delivery Driver,4404,8,3964,4930,966,24.37%
Mail Delivery Driver,4404,9,4155,4936,781,18.80%
Mail Delivery Driver,4404,10,4356,4943,587,13.48%
Mail Equipment Operator 1,403,1,0,0,0,
Mail Equipment Operator 1,403,2,0,0,0,
Mail Equipment Operator 1,403,3,0,0,0,
Mail Equipment Operator 1,403,4,3005,3738,733,24.39%
Mail Equipment Operator 1,403,5,3095,3849,754,24.36%
Mail Equipment Operator 1,403,6,3218,4002,784,24.36%
Mail Equipment Operator 1,403,7,3335,4148,813,24.38%
Mail Equipment Operator 1,403,8,3483,4332,849,24.38%
Mail Equipment Operator 1,403,9,3629,4311,682,18.79%
Mail Equipment Operator 1,403,10,3790,4300,510,13.46%
Mail Equipment Operator 2,404,1,3005,3738,733,24.39%
Mail Equipment Operator 2,404,2,3095,3849,754,24.36%
Mail Equipment Operator 2,404,3,3218,4002,784,24.36%
Mail Equipment Operator 2,404,4,3335,4148,813,24.38%
Mail Equipment Operator 2,404,5,3483,4332,849,24.38%
Mail Equipment Operator 2,404,6,3629,4514,885,24.39%
Mail Equipment Operator 2,404,7,3790,4714,924,24.38%
Mail Equipment Operator 2,404,8,3964,4930,966,24.37%
Mail Equipment Operator 2,404,9,4155,4936,781,18.80%
Mail Equipment Operator 2,404,10,4356,4943,587,13.48%
Mail Services Assistant,405,1,0,0,0,
Mail Services Assistant,405,2,0,0,0,
Mail Services Assistant,405,3,3005,3738,733,24.39%
Mail Services Assistant,405,4,3095,3849,754,24.36%
Mail Services Assistant,405,5,3218,4002,784,24.36%
Mail Services Assistant,405,6,3335,4148,813,24.38%
Mail Services Assistant,405,7,3483,4332,849,24.38%
Mail Services Assistant,405,8,3629,4514,885,24.39%
Mail Services Assistant,405,9,3790,4502,712,18.79%
Mail Services Assistant,405,10,3964,4498,534,13.47%
Manual Arts Instructor,3304,1,3218,4191,973,30.24%
Manual Arts Instructor,3304,2,3335,4148,813,24.38%
Manual Arts Instructor,3304,3,3483,4332,849,24.38%
Manual Arts Instructor,3304,4,3629,4514,885,24.39%
Manual Arts Instructor,3304,5,3790,4714,924,24.38%
Manual Arts Instructor,3304,6,3964,4930,966,24.37%
Manual Arts Instructor,3304,7,4155,5168,1013,24.38%
Manual Arts Instructor,3304,8,4356,5418,1062,24.38%
Manual Arts Instructor,3304,9,4555,5411,856,18.79%
Manual Arts Instructor,3304,10,4776,5419,643,13.46%
Medical Consultant,7538,1,8870,11033,2163,24.39%
Medical Consultant,7538,2,9293,11559,2266,24.38%
Medical Consultant,7538,3,9751,12129,2378,24.39%
Medical Consultant,7538,4,10242,12740,2498,24.39%
Medical Consultant,7538,5,10740,13359,2619,24.39%
Medical Consultant,7538,6,11267,14015,2748,24.39%
Medical Consultant,7538,7,11825,14709,2884,24.39%
Medical Consultant,7538,8,12408,15434,3026,24.39%
Medical Consultant,7538,9,13020,15468,2448,18.80%
Medical Consultant,7538,10,13662,15503,1841,13.48%
Medical Laboratory Technician 1,6830,1,3335,4148,813,24.38%
Medical Laboratory Technician 1,6830,2,3483,4332,849,24.38%
Medical Laboratory Technician 1,6830,3,3629,4514,885,24.39%
Medical Laboratory Technician 1,6830,4,3790,4714,924,24.38%
Medical Laboratory Technician 1,6830,5,3964,4930,966,24.37%
Medical Laboratory Technician 1,6830,6,4155,5168,1013,24.38%
Medical Laboratory Technician 1,6830,7,4356,5418,1062,24.38%
Medical Laboratory Technician 1,6830,8,4555,5666,1111,24.39%
Medical Laboratory Technician 1,6830,9,4776,5674,898,18.80%
Medical Laboratory Technician 1,6830,10,5019,5695,676,13.47%
Medical Laboratory Technician 2,6831,1,3629,4514,885,24.39%
Medical Laboratory Technician 2,6831,2,3790,4714,924,24.38%
Medical Laboratory Technician 2,6831,3,3964,4930,966,24.37%
Medical Laboratory Technician 2,6831,4,4155,5168,1013,24.38%
Medical Laboratory Technician 2,6831,5,4356,5418,1062,24.38%
Medical Laboratory Technician 2,6831,6,4555,5666,1111,24.39%
Medical Laboratory Technician 2,6831,7,4776,5941,1165,24.39%
Medical Laboratory Technician 2,6831,8,5019,6243,1224,24.39%
Medical Laboratory Technician 2,6831,9,5256,6244,988,18.80%
Medical Laboratory Technician 2,6831,10,5503,6244,741,13.47%
Medical Review Coordinator,6310,1,6756,8404,1648,24.39%
Medical Review Coordinator,6310,2,7074,8799,1725,24.39%
Medical Review Coordinator,6310,3,7410,9217,1807,24.39%
Medical Review Coordinator,6310,4,7764,9657,1893,24.38%
Medical Review Coordinator,6310,5,8130,10113,1983,24.39%
Medical Review Coordinator,6310,6,8519,10597,2078,24.39%
Medical Review Coordinator,6310,7,8964,11150,2186,24.39%
Medical Review Coordinator,6310,8,9345,11624,2279,24.39%
Medical Review Coordinator,6310,9,9789,11630,1841,18.81%
Medical Review Coordinator,6310,10,10254,11635,1381,13.47%
Mental Health Security Technician,6708,1,3218,4191,973,30.24%
Mental Health Security Technician,6708,2,3335,4148,813,24.38%
Mental Health Security Technician,6708,3,3483,4332,849,24.38%
Mental Health Security Technician,6708,4,3629,4514,885,24.39%
Mental Health Security Technician,6708,5,3790,4714,924,24.38%
Mental Health Security Technician,6708,6,3964,4930,966,24.37%
Mental Health Security Technician,6708,7,4155,5168,1013,24.38%
Mental Health Security Technician,6708,8,4356,5418,1062,24.38%
Mental Health Security Technician,6708,9,4555,5411,856,18.79%
Mental Health Security Technician,6708,10,4776,5419,643,13.46%
Mental Health Therapist 1,6711,1,3218,4191,973,30.24%
Mental Health Therapist 1,6711,2,3335,4148,813,24.38%
Mental Health Therapist 1,6711,3,3483,4332,849,24.38%
Mental Health Therapist 1,6711,4,3629,4514,885,24.39%
Mental Health Therapist 1,6711,5,3790,4714,924,24.38%
Mental Health Therapist 1,6711,6,3964,4930,966,24.37%
Mental Health Therapist 1,6711,7,4155,5168,1013,24.38%
Mental Health Therapist 1,6711,8,4356,5418,1062,24.38%
Mental Health Therapist 1,6711,9,4555,5411,856,18.79%
Mental Health Therapist 1,6711,10,4776,5419,643,13.46%
Mental Health Therapist 2,6713,1,3483,4536,1053,30.23%
Mental Health Therapist 2,6713,2,3629,4514,885,24.39%
Mental Health Therapist 2,6713,3,3790,4714,924,24.38%
Mental Health Therapist 2,6713,4,3964,4930,966,24.37%
Mental Health Therapist 2,6713,5,4155,5168,1013,24.38%
Mental Health Therapist 2,6713,6,4356,5418,1062,24.38%
Mental Health Therapist 2,6713,7,4555,5666,1111,24.39%
Mental Health Therapist 2,6713,8,4776,5941,1165,24.39%
Mental Health Therapist 2,6713,9,5019,5963,944,18.81%
Mental Health Therapist 2,6713,10,5256,5964,708,13.47%
Mental Health Therapy Coordinator,6718,1,3483,4536,1053,30.23%
Mental Health Therapy Coordinator,6718,2,3629,4514,885,24.39%
Mental Health Therapy Coordinator,6718,3,3790,4714,924,24.38%
Mental Health Therapy Coordinator,6718,4,3964,4930,966,24.37%
Mental Health Therapy Coordinator,6718,5,4155,5168,1013,24.38%
Mental Health Therapy Coordinator,6718,6,4356,5418,1062,24.38%
Mental Health Therapy Coordinator,6718,7,4555,5666,1111,24.39%
Mental Health Therapy Coordinator,6718,8,4776,5941,1165,24.39%
Mental Health Therapy Coordinator,6718,9,5019,5963,944,18.81%
Mental Health Therapy Coordinator,6718,10,5256,5964,708,13.47%
Mental Health Therapy Technician,6710,1,3005,3913,908,30.22%
Mental Health Therapy Technician,6710,1,3005,3913,908,30.22%
Mental Health Therapy Technician,6710,2,3095,3849,754,24.36%
Mental Health Therapy Technician,6710,2,3095,3849,754,24.36%
Mental Health Therapy Technician,6710,3,3218,4002,784,24.36%
Mental Health Therapy Technician,6710,3,3218,4002,784,24.36%
Mental Health Therapy Technician,6710,4,3335,4148,813,24.38%
Mental Health Therapy Technician,6710,4,3335,4148,813,24.38%
Mental Health Therapy Technician,6710,5,3483,4332,849,24.38%
Mental Health Therapy Technician,6710,5,3483,4332,849,24.38%
Mental Health Therapy Technician,6710,6,3629,4514,885,24.39%
Mental Health Therapy Technician,6710,6,3629,4514,885,24.39%
Mental Health Therapy Technician,6710,7,3790,4714,924,24.38%
Mental Health Therapy Technician,6710,7,3790,4714,924,24.38%
Mental Health Therapy Technician,6710,8,3964,4930,966,24.37%
Mental Health Therapy Technician,6710,8,3964,4930,966,24.37%
Mental Health Therapy Technician,6710,9,4155,4936,781,18.80%
Mental Health Therapy Technician,6710,9,4155,4936,781,18.80%
Mental Health Therapy Technician,6710,10,4356,4943,587,13.48%
Mental Health Therapy Technician,6710,10,4356,4943,587,13.48%
Microbiologist 1,3779,1,4155,5168,1013,24.38%
Microbiologist 1,3779,2,4356,5418,1062,24.38%
Microbiologist 1,3779,3,4555,5666,1111,24.39%
Microbiologist 1,3779,4,4776,5941,1165,24.39%
Microbiologist 1,3779,5,5019,6243,1224,24.39%
Microbiologist 1,3779,6,5256,6538,1282,24.39%
Microbiologist 1,3779,7,5503,6845,1342,24.39%
Microbiologist 1,3779,8,5771,7178,1407,24.38%
Microbiologist 1,3779,9,6051,7189,1138,18.81%
Microbiologist 1,3779,10,6350,7205,855,13.46%
Microbiologist 2,3780,1,4555,5666,1111,24.39%
Microbiologist 2,3780,2,4776,5941,1165,24.39%
Microbiologist 2,3780,3,5019,6243,1224,24.39%
Microbiologist 2,3780,4,5256,6538,1282,24.39%
Microbiologist 2,3780,5,5503,6845,1342,24.39%
Microbiologist 2,3780,6,5771,7178,1407,24.38%
Microbiologist 2,3780,7,6051,7527,1476,24.39%
Microbiologist 2,3780,8,6350,7898,1548,24.38%
Microbiologist 2,3780,9,6664,7917,1253,18.80%
Microbiologist 2,3780,10,6982,7922,940,13.46%
Microbiologist 3,3781,1,5256,6538,1282,24.39%
Microbiologist 3,3781,2,5503,6845,1342,24.39%
Microbiologist 3,3781,3,5771,7178,1407,24.38%
Microbiologist 3,3781,4,6051,7527,1476,24.39%
Microbiologist 3,3781,5,6350,7898,1548,24.38%
Microbiologist 3,3781,6,6664,8289,1625,24.38%
Microbiologist 3,3781,7,6982,8685,1703,24.39%
Microbiologist 3,3781,8,7327,9114,1787,24.39%
Microbiologist 3,3781,9,7678,9122,1444,18.81%
Microbiologist 3,3781,10,8057,9142,1085,13.47%
Motor Carrier Enforcement Officer 1,5857,1,3790,4714,924,24.38%
Motor Carrier Enforcement Officer 1,5857,2,3964,4930,966,24.37%
Motor Carrier Enforcement Officer 1,5857,3,4155,5168,1013,24.38%
Motor Carrier Enforcement Officer 1,5857,4,4356,5418,1062,24.38%
Motor Carrier Enforcement Officer 1,5857,5,4555,5666,1111,24.39%
Motor Carrier Enforcement Officer 1,5857,6,4776,5941,1165,24.39%
Motor Carrier Enforcement Officer 1,5857,7,5019,6243,1224,24.39%
Motor Carrier Enforcement Officer 1,5857,8,5256,6538,1282,24.39%
Motor Carrier Enforcement Officer 1,5857,9,5503,6538,1035,18.81%
Motor Carrier Enforcement Officer 1,5857,10,5771,6548,777,13.46%
Motor Carrier Enforcement Officer 2,5858,1,4356,5418,1062,24.38%
Motor Carrier Enforcement Officer 2,5858,2,4555,5666,1111,24.39%
Motor Carrier Enforcement Officer 2,5858,3,4776,5941,1165,24.39%
Motor Carrier Enforcement Officer 2,5858,4,5019,6243,1224,24.39%
Motor Carrier Enforcement Officer 2,5858,5,5256,6538,1282,24.39%
Motor Carrier Enforcement Officer 2,5858,6,5503,6845,1342,24.39%
Motor Carrier Enforcement Officer 2,5858,7,5771,7178,1407,24.38%
Motor Carrier Enforcement Officer 2,5858,8,6051,7527,1476,24.39%
Motor Carrier Enforcement Officer 2,5858,9,6350,7544,1194,18.80%
Motor Carrier Enforcement Officer 2,5858,10,6664,7562,898,13.48%
Natural Resource Specialist 1,8501,1,3790,4714,924,24.38%
Natural Resource Specialist 1,8501,1,3790,4714,924,24.38%
Natural Resource Specialist 1,8501,2,3964,4930,966,24.37%
Natural Resource Specialist 1,8501,2,3964,4930,966,24.37%
Natural Resource Specialist 1,8501,3,4155,5168,1013,24.38%
Natural Resource Specialist 1,8501,3,4155,5168,1013,24.38%
Natural Resource Specialist 1,8501,4,4356,5418,1062,24.38%
Natural Resource Specialist 1,8501,4,4356,5418,1062,24.38%
Natural Resource Specialist 1,8501,5,4555,5666,1111,24.39%
Natural Resource Specialist 1,8501,5,4555,5666,1111,24.39%
Natural Resource Specialist 1,8501,6,4776,5941,1165,24.39%
Natural Resource Specialist 1,8501,6,4776,5941,1165,24.39%
Natural Resource Specialist 1,8501,7,5019,6243,1224,24.39%
Natural Resource Specialist 1,8501,7,5019,6243,1224,24.39%
Natural Resource Specialist 1,8501,8,5256,6538,1282,24.39%
Natural Resource Specialist 1,8501,8,5256,6538,1282,24.39%
Natural Resource Specialist 1,8501,9,5503,6538,1035,18.81%
Natural Resource Specialist 1,8501,9,5503,6538,1035,18.81%
Natural Resource Specialist 1,8501,10,5771,6548,777,13.46%
Natural Resource Specialist 1,8501,10,5771,6548,777,13.46%
Natural Resource Specialist 2,8503,1,4356,5418,1062,24.38%
Natural Resource Specialist 2,8503,1,4356,5418,1062,24.38%
Natural Resource Specialist 2,8503,2,4555,5666,1111,24.39%
Natural Resource Specialist 2,8503,2,4555,5666,1111,24.39%
Natural Resource Specialist 2,8503,3,4776,5941,1165,24.39%
Natural Resource Specialist 2,8503,3,4776,5941,1165,24.39%
Natural Resource Specialist 2,8503,4,5019,6243,1224,24.39%
Natural Resource Specialist 2,8503,4,5019,6243,1224,24.39%
Natural Resource Specialist 2,8503,5,5256,6538,1282,24.39%
Natural Resource Specialist 2,8503,5,5256,6538,1282,24.39%
Natural Resource Specialist 2,8503,6,5503,6845,1342,24.39%
Natural Resource Specialist 2,8503,6,5503,6845,1342,24.39%
Natural Resource Specialist 2,8503,7,5771,7178,1407,24.38%
Natural Resource Specialist 2,8503,7,5771,7178,1407,24.38%
Natural Resource Specialist 2,8503,8,6051,7527,1476,24.39%
Natural Resource Specialist 2,8503,8,6051,7527,1476,24.39%
Natural Resource Specialist 2,8503,9,6350,7544,1194,18.80%
Natural Resource Specialist 2,8503,9,6350,7544,1194,18.80%
Natural Resource Specialist 2,8503,10,6664,7562,898,13.48%
Natural Resource Specialist 2,8503,10,6664,7562,898,13.48%
Natural Resource Specialist 3,8503,1,5019,6243,1224,24.39%
Natural Resource Specialist 3,8503,1,5019,6243,1224,24.39%
Natural Resource Specialist 3,8503,2,5256,6538,1282,24.39%
Natural Resource Specialist 3,8503,2,5256,6538,1282,24.39%
Natural Resource Specialist 3,8503,3,5503,6845,1342,24.39%
Natural Resource Specialist 3,8503,3,5503,6845,1342,24.39%
Natural Resource Specialist 3,8503,4,5771,7178,1407,24.38%
Natural Resource Specialist 3,8503,4,5771,7178,1407,24.38%
Natural Resource Specialist 3,8503,5,6051,7527,1476,24.39%
Natural Resource Specialist 3,8503,5,6051,7527,1476,24.39%
Natural Resource Specialist 3,8503,6,6350,7898,1548,24.38%
Natural Resource Specialist 3,8503,6,6350,7898,1548,24.38%
Natural Resource Specialist 3,8503,7,6664,8289,1625,24.38%
Natural Resource Specialist 3,8503,7,6664,8289,1625,24.38%
Natural Resource Specialist 3,8503,8,6982,8685,1703,24.39%
Natural Resource Specialist 3,8503,8,6982,8685,1703,24.39%
Natural Resource Specialist 3,8503,9,7327,8705,1378,18.81%
Natural Resource Specialist 3,8503,9,7327,8705,1378,18.81%
Natural Resource Specialist 3,8503,10,7678,8712,1034,13.47%
Natural Resource Specialist 3,8503,10,7678,8712,1034,13.47%
Natural Resource Specialist 4,8504,1,5771,7178,1407,24.38%
Natural Resource Specialist 4,8504,1,5771,7178,1407,24.38%
Natural Resource Specialist 4,8504,2,6051,7527,1476,24.39%
Natural Resource Specialist 4,8504,2,6051,7527,1476,24.39%
Natural Resource Specialist 4,8504,3,6350,7898,1548,24.38%
Natural Resource Specialist 4,8504,3,6350,7898,1548,24.38%
Natural Resource Specialist 4,8504,4,6664,8289,1625,24.38%
Natural Resource Specialist 4,8504,4,6664,8289,1625,24.38%
Natural Resource Specialist 4,8504,5,6982,8685,1703,24.39%
Natural Resource Specialist 4,8504,5,6982,8685,1703,24.39%
Natural Resource Specialist 4,8504,6,7327,9114,1787,24.39%
Natural Resource Specialist 4,8504,6,7327,9114,1787,24.39%
Natural Resource Specialist 4,8504,7,7678,9550,1872,24.38%
Natural Resource Specialist 4,8504,7,7678,9550,1872,24.38%
Natural Resource Specialist 4,8504,8,8057,10022,1965,24.39%
Natural Resource Specialist 4,8504,8,8057,10022,1965,24.39%
Natural Resource Specialist 4,8504,9,8450,10039,1589,18.80%
Natural Resource Specialist 4,8504,9,8450,10039,1589,18.80%
Natural Resource Specialist 4,8504,10,8870,10065,1195,13.47%
Natural Resource Specialist 4,8504,10,8870,10065,1195,13.47%
Natural Resource Specialist 5,8505,1,6350,7898,1548,24.38%
Natural Resource Specialist 5,8505,1,6350,7898,1548,24.38%
Natural Resource Specialist 5,8505,2,6664,8289,1625,24.38%
Natural Resource Specialist 5,8505,2,6664,8289,1625,24.38%
Natural Resource Specialist 5,8505,3,6982,8685,1703,24.39%
Natural Resource Specialist 5,8505,3,6982,8685,1703,24.39%
Natural Resource Specialist 5,8505,4,7327,9114,1787,24.39%
Natural Resource Specialist 5,8505,4,7327,9114,1787,24.39%
Natural Resource Specialist 5,8505,5,7678,9550,1872,24.38%
Natural Resource Specialist 5,8505,5,7678,9550,1872,24.38%
Natural Resource Specialist 5,8505,6,8057,10022,1965,24.39%
Natural Resource Specialist 5,8505,6,8057,10022,1965,24.39%
Natural Resource Specialist 5,8505,7,8450,10511,2061,24.39%
Natural Resource Specialist 5,8505,7,8450,10511,2061,24.39%
Natural Resource Specialist 5,8505,8,8870,11033,2163,24.39%
Natural Resource Specialist 5,8505,8,8870,11033,2163,24.39%
Natural Resource Specialist 5,8505,9,9293,11040,1747,18.80%
Natural Resource Specialist 5,8505,9,9293,11040,1747,18.80%
Natural Resource Specialist 5,8505,10,9751,11065,1314,13.48%
Natural Resource Specialist 5,8505,10,9751,11065,1314,13.48%
Nutrition Consultant,5955,1,5503,6845,1342,24.39%
Nutrition Consultant,5955,2,5771,7178,1407,24.38%
Nutrition Consultant,5955,3,6051,7527,1476,24.39%
Nutrition Consultant,5955,4,6350,7898,1548,24.38%
Nutrition Consultant,5955,5,6664,8289,1625,24.38%
Nutrition Consultant,5955,6,6982,8685,1703,24.39%
Nutrition Consultant,5955,7,7327,9114,1787,24.39%
Nutrition Consultant,5955,8,7678,9550,1872,24.38%
Nutrition Consultant,5955,9,8057,9572,1515,18.80%
Nutrition Consultant,5955,10,8450,9588,1138,13.47%
Occupational Safety Specialist 1,5709,1,3964,4930,966,24.37%
Occupational Safety Specialist 1,5709,2,4155,5168,1013,24.38%
Occupational Safety Specialist 1,5709,3,4356,5418,1062,24.38%
Occupational Safety Specialist 1,5709,4,4555,5666,1111,24.39%
Occupational Safety Specialist 1,5709,5,4776,5941,1165,24.39%
Occupational Safety Specialist 1,5709,6,5019,6243,1224,24.39%
Occupational Safety Specialist 1,5709,7,5256,6538,1282,24.39%
Occupational Safety Specialist 1,5709,8,5503,6845,1342,24.39%
Occupational Safety Specialist 1,5709,9,5771,6856,1085,18.80%
Occupational Safety Specialist 1,5709,10,6051,6866,815,13.47%
Occupational Safety Specialist 2,5710,1,5019,6243,1224,24.39%
Occupational Safety Specialist 2,5710,2,5256,6538,1282,24.39%
Occupational Safety Specialist 2,5710,3,5503,6845,1342,24.39%
Occupational Safety Specialist 2,5710,4,5771,7178,1407,24.38%
Occupational Safety Specialist 2,5710,5,6051,7527,1476,24.39%
Occupational Safety Specialist 2,5710,6,6350,7898,1548,24.38%
Occupational Safety Specialist 2,5710,7,6664,8289,1625,24.38%
Occupational Safety Specialist 2,5710,8,6982,8685,1703,24.39%
Occupational Safety Specialist 2,5710,9,7327,8705,1378,18.81%
Occupational Safety Specialist 2,5710,10,7678,8712,1034,13.47%
Occupational Safety Specialist 3,5711,1,5503,6845,1342,24.39%
Occupational Safety Specialist 3,5711,2,5771,7178,1407,24.38%
Occupational Safety Specialist 3,5711,3,6051,7527,1476,24.39%
Occupational Safety Specialist 3,5711,4,6350,7898,1548,24.38%
Occupational Safety Specialist 3,5711,5,6664,8289,1625,24.38%
Occupational Safety Specialist 3,5711,6,6982,8685,1703,24.39%
Occupational Safety Specialist 3,5711,7,7327,9114,1787,24.39%
Occupational Safety Specialist 3,5711,8,7678,9550,1872,24.38%
Occupational Safety Specialist 3,5711,9,8057,9572,1515,18.80%
Occupational Safety Specialist 3,5711,10,8450,9588,1138,13.47%
Occupational Therapist,6508,1,6350,7898,1548,24.38%
Occupational Therapist,6508,2,6664,8289,1625,24.38%
Occupational Therapist,6508,3,6982,8685,1703,24.39%
Occupational Therapist,6508,4,7327,9114,1787,24.39%
Occupational Therapist,6508,5,7678,9550,1872,24.38%
Occupational Therapist,6508,6,8057,10022,1965,24.39%
Occupational Therapist,6508,7,8450,10511,2061,24.39%
Occupational Therapist,6508,8,8870,11033,2163,24.39%
Occupational Therapist,6508,9,9293,11040,1747,18.80%
Occupational Therapist,6508,10,9751,11065,1314,13.48%
Office Assistant 1,101,1,0,0,0,
Office Assistant 1,101,2,0,0,0,
Office Assistant 1,101,3,0,0,0,
Office Assistant 1,101,4,0,0,0,
Office Assistant 1,101,5,0,0,0,
Office Assistant 1,101,6,0,0,0,
Office Assistant 1,101,7,0,0,0,
Office Assistant 1,101,8,3005,3738,733,24.39%
Office Assistant 1,101,9,3095,3677,582,18.80%
Office Assistant 1,101,10,3218,3651,433,13.46%
Office Assistant 2,103,1,0,0,0,
Office Assistant 2,103,2,0,0,0,
Office Assistant 2,103,3,0,0,0,
Office Assistant 2,103,4,0,0,0,
Office Assistant 2,103,5,0,0,0,
Office Assistant 2,103,6,3005,3738,733,24.39%
Office Assistant 2,103,7,3095,3849,754,24.36%
Office Assistant 2,103,8,3218,4002,784,24.36%
Office Assistant 2,103,9,3335,3962,627,18.80%
Office Assistant 2,103,10,3483,3952,469,13.47%
Office Coordinator,801,1,3005,3738,733,24.39%
Office Coordinator,801,2,3095,3849,754,24.36%
Office Coordinator,801,3,3218,4002,784,24.36%
Office Coordinator,801,4,3335,4148,813,24.38%
Office Coordinator,801,5,3483,4332,849,24.38%
Office Coordinator,801,6,3629,4514,885,24.39%
Office Coordinator,801,7,3790,4714,924,24.38%
Office Coordinator,801,8,3964,4930,966,24.37%
Office Coordinator,801,9,4155,4936,781,18.80%
Office Coordinator,801,10,4356,4943,587,13.48%
Office Specialist 1,103,1,0,0,0,
Office Specialist 1,103,2,0,0,0,
Office Specialist 1,103,3,3005,3738,733,24.39%
Office Specialist 1,103,4,3095,3849,754,24.36%
