Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change
Tax Auditor/Entry,5630,6,4555,5666,1111,24.39%
Tax Auditor/Entry,5630,7,4776,5941,1165,24.39%
Tax Auditor/Entry,5630,8,5019,6243,1224,24.39%
Tax Auditor/Entry,5630,9,5256,6244,988,18.80%
Tax Auditor/Entry,5630,10,5503,6244,741,13.47%
Teaching Assistant,3303,1,3005,3738,733,24.39%
Teaching Assistant,3303,2,3095,3849,754,24.36%
Teaching Assistant,3303,3,3218,4002,784,24.36%
Teaching Assistant,3303,4,3335,4148,813,24.38%
Teaching Assistant,3303,5,3483,4332,849,24.38%
Teaching Assistant,3303,6,3629,4514,885,24.39%
Teaching Assistant,3303,7,3790,4714,924,24.38%
Teaching Assistant,3303,8,3964,4930,966,24.37%
Teaching Assistant,3303,9,4155,4936,781,18.80%
Teaching Assistant,3303,10,4356,4943,587,13.48%
Traffic Survey Interviewer,1105,1,0,0,0,
Traffic Survey Interviewer,1105,2,0,0,0,
Traffic Survey Interviewer,1105,3,0,0,0,
Traffic Survey Interviewer,1105,4,0,0,0,
Traffic Survey Interviewer,1105,5,0,0,0,
Traffic Survey Interviewer,1105,6,0,0,0,
Traffic Survey Interviewer,1105,7,0,0,0,
Traffic Survey Interviewer,1105,8,3005,3738,733,24.39%
Traffic Survey Interviewer,1105,9,3095,3677,582,18.80%
Traffic Survey Interviewer,1105,10,3218,3651,433,13.46%
Training & Development Specialist 1,1338,1,4155,5168,1013,24.38%
Training & Development Specialist 1,1338,2,4356,5418,1062,24.38%
Training & Development Specialist 1,1338,3,4555,5666,1111,24.39%
Training & Development Specialist 1,1338,4,4776,5941,1165,24.39%
Training & Development Specialist 1,1338,5,5019,6243,1224,24.39%
Training & Development Specialist 1,1338,6,5256,6538,1282,24.39%
Training & Development Specialist 1,1338,7,5503,6845,1342,24.39%
Training & Development Specialist 1,1338,8,5771,7178,1407,24.38%
Training & Development Specialist 1,1338,9,6051,7189,1138,18.81%
Training & Development Specialist 1,1338,10,6350,7205,855,13.46%
Training & Development Specialist 2,1339,1,5019,6243,1224,24.39%
Training & Development Specialist 2,1339,2,5256,6538,1282,24.39%
Training & Development Specialist 2,1339,3,5503,6845,1342,24.39%
Training & Development Specialist 2,1339,4,5771,7178,1407,24.38%
Training & Development Specialist 2,1339,5,6051,7527,1476,24.39%
Training & Development Specialist 2,1339,6,6350,7898,1548,24.38%
Training & Development Specialist 2,1339,7,6664,8289,1625,24.38%
Training & Development Specialist 2,1339,8,6982,8685,1703,24.39%
Training & Development Specialist 2,1339,9,7327,8705,1378,18.81%
Training & Development Specialist 2,1339,10,7678,8712,1034,13.47%
Transportation Maintenance Coordinator 1,4161,1,3790,4714,924,24.38%
Transportation Maintenance Coordinator 1,4161,2,3964,4930,966,24.37%
Transportation Maintenance Coordinator 1,4161,3,4155,5168,1013,24.38%
Transportation Maintenance Coordinator 1,4161,4,4356,5418,1062,24.38%
Transportation Maintenance Coordinator 1,4161,5,4555,5666,1111,24.39%
Transportation Maintenance Coordinator 1,4161,6,4776,5941,1165,24.39%
Transportation Maintenance Coordinator 1,4161,7,5019,6243,1224,24.39%
Transportation Maintenance Coordinator 1,4161,8,5256,6538,1282,24.39%
Transportation Maintenance Coordinator 1,4161,9,5503,6538,1035,18.81%
Transportation Maintenance Coordinator 1,4161,10,5771,6548,777,13.46%
Transportation Maintenance Coordinator 2,4163,1,3964,4930,966,24.37%
Transportation Maintenance Coordinator 2,4163,2,4155,5168,1013,24.38%
Transportation Maintenance Coordinator 2,4163,3,4356,5418,1062,24.38%
Transportation Maintenance Coordinator 2,4163,4,4555,5666,1111,24.39%
Transportation Maintenance Coordinator 2,4163,5,4776,5941,1165,24.39%
Transportation Maintenance Coordinator 2,4163,6,5019,6243,1224,24.39%
Transportation Maintenance Coordinator 2,4163,7,5256,6538,1282,24.39%
Transportation Maintenance Coordinator 2,4163,8,5503,6845,1342,24.39%
Transportation Maintenance Coordinator 2,4163,9,5771,6856,1085,18.80%
Transportation Maintenance Coordinator 2,4163,10,6051,6866,815,13.47%
Transportation Maintenance Specialist 1,4151,1,3218,4002,784,24.36%
Transportation Maintenance Specialist 1,4151,2,3335,4148,813,24.38%
Transportation Maintenance Specialist 1,4151,3,3483,4332,849,24.38%
Transportation Maintenance Specialist 1,4151,4,3629,4514,885,24.39%
Transportation Maintenance Specialist 1,4151,5,3790,4714,924,24.38%
Transportation Maintenance Specialist 1,4151,6,3964,4930,966,24.37%
Transportation Maintenance Specialist 1,4151,7,4155,5168,1013,24.38%
Transportation Maintenance Specialist 1,4151,8,4356,5418,1062,24.38%
Transportation Maintenance Specialist 1,4151,9,4555,5411,856,18.79%
Transportation Maintenance Specialist 1,4151,10,4776,5419,643,13.46%
Transportation Maintenance Specialist 2,4153,1,3483,4332,849,24.38%
Transportation Maintenance Specialist 2,4153,1,3483,4332,849,24.38%
Transportation Maintenance Specialist 2,4153,2,3629,4514,885,24.39%
Transportation Maintenance Specialist 2,4153,2,3629,4514,885,24.39%
Transportation Maintenance Specialist 2,4153,3,3790,4714,924,24.38%
Transportation Maintenance Specialist 2,4153,3,3790,4714,924,24.38%
Transportation Maintenance Specialist 2,4153,4,3964,4930,966,24.37%
Transportation Maintenance Specialist 2,4153,4,3964,4930,966,24.37%
Transportation Maintenance Specialist 2,4153,5,4155,5168,1013,24.38%
Transportation Maintenance Specialist 2,4153,5,4155,5168,1013,24.38%
Transportation Maintenance Specialist 2,4153,6,4356,5418,1062,24.38%
Transportation Maintenance Specialist 2,4153,6,4356,5418,1062,24.38%
Transportation Maintenance Specialist 2,4153,7,4555,5666,1111,24.39%
Transportation Maintenance Specialist 2,4153,7,4555,5666,1111,24.39%
Transportation Maintenance Specialist 2,4153,8,4776,5941,1165,24.39%
Transportation Maintenance Specialist 2,4153,8,4776,5941,1165,24.39%
Transportation Maintenance Specialist 2,4153,9,5019,5963,944,18.81%
Transportation Maintenance Specialist 2,4153,9,5019,5963,944,18.81%
Transportation Maintenance Specialist 2,4153,10,5256,5964,708,13.47%
Transportation Maintenance Specialist 2,4153,10,5256,5964,708,13.47%
Transportation Maintenance Specialist Entry,4150,1,0,0,0,
Transportation Maintenance Specialist Entry,4150,2,0,0,0,
Transportation Maintenance Specialist Entry,4150,3,0,0,0,
Transportation Maintenance Specialist Entry,4150,4,0,0,0,
Transportation Maintenance Specialist Entry,4150,5,3335,4148,813,24.38%
Transportation Maintenance Specialist Entry,4150,6,3483,4332,849,24.38%
Transportation Maintenance Specialist Entry,4150,7,3629,4514,885,24.39%
Transportation Maintenance Specialist Entry,4150,8,3790,4714,924,24.38%
Transportation Maintenance Specialist Entry,4150,9,3964,4709,745,18.79%
Transportation Maintenance Specialist Entry,4150,10,4155,4714,559,13.45%
Transportation Services Office Leader,333,1,3790,4714,924,24.38%
Transportation Services Office Leader,333,2,3964,4930,966,24.37%
Transportation Services Office Leader,333,3,4155,5168,1013,24.38%
Transportation Services Office Leader,333,4,4356,5418,1062,24.38%
Transportation Services Office Leader,333,5,4555,5666,1111,24.39%
Transportation Services Office Leader,333,6,4776,5941,1165,24.39%
Transportation Services Office Leader,333,7,5019,6243,1224,24.39%
Transportation Services Office Leader,333,8,5256,6538,1282,24.39%
Transportation Services Office Leader,333,9,5503,6538,1035,18.81%
Transportation Services Office Leader,333,10,5771,6548,777,13.46%
Transportation Services Representative 1,331,1,3218,4002,784,24.36%
Transportation Services Representative 1,331,2,3335,4148,813,24.38%
Transportation Services Representative 1,331,3,3483,4332,849,24.38%
Transportation Services Representative 1,331,4,3629,4514,885,24.39%
Transportation Services Representative 1,331,5,3790,4714,924,24.38%
Transportation Services Representative 1,331,6,3964,4930,966,24.37%
Transportation Services Representative 1,331,7,4155,5168,1013,24.38%
Transportation Services Representative 1,331,8,4356,5418,1062,24.38%
Transportation Services Representative 1,331,9,4555,5411,856,18.79%
Transportation Services Representative 1,331,10,4776,5419,643,13.46%
Transportation Services Representative 2,333,1,3483,4332,849,24.38%
Transportation Services Representative 2,333,2,3629,4514,885,24.39%
Transportation Services Representative 2,333,3,3790,4714,924,24.38%
Transportation Services Representative 2,333,4,3964,4930,966,24.37%
Transportation Services Representative 2,333,5,4155,5168,1013,24.38%
Transportation Services Representative 2,333,6,4356,5418,1062,24.38%
Transportation Services Representative 2,333,7,4555,5666,1111,24.39%
Transportation Services Representative 2,333,8,4776,5941,1165,24.39%
Transportation Services Representative 2,333,9,5019,5963,944,18.81%
Transportation Services Representative 2,333,10,5256,5964,708,13.47%
Transportation Telecommunications Specialist 1,4166,1,3629,4514,885,24.39%
Transportation Telecommunications Specialist 1,4166,2,3790,4714,924,24.38%
Transportation Telecommunications Specialist 1,4166,3,3964,4930,966,24.37%
Transportation Telecommunications Specialist 1,4166,4,4155,5168,1013,24.38%
Transportation Telecommunications Specialist 1,4166,5,4356,5418,1062,24.38%
Transportation Telecommunications Specialist 1,4166,6,4555,5666,1111,24.39%
Transportation Telecommunications Specialist 1,4166,7,4776,5941,1165,24.39%
Transportation Telecommunications Specialist 1,4166,8,5019,6243,1224,24.39%
Transportation Telecommunications Specialist 1,4166,9,5256,6244,988,18.80%
Transportation Telecommunications Specialist 1,4166,10,5503,6244,741,13.47%
Transportation Telecommunications Specialist 2,4167,1,3964,4930,966,24.37%
Transportation Telecommunications Specialist 2,4167,2,4155,5168,1013,24.38%
Transportation Telecommunications Specialist 2,4167,3,4356,5418,1062,24.38%
Transportation Telecommunications Specialist 2,4167,4,4555,5666,1111,24.39%
Transportation Telecommunications Specialist 2,4167,5,4776,5941,1165,24.39%
Transportation Telecommunications Specialist 2,4167,6,5019,6243,1224,24.39%
Transportation Telecommunications Specialist 2,4167,7,5256,6538,1282,24.39%
Transportation Telecommunications Specialist 2,4167,8,5503,6845,1342,24.39%
Transportation Telecommunications Specialist 2,4167,9,5771,6856,1085,18.80%
Transportation Telecommunications Specialist 2,4167,10,6051,6866,815,13.47%
Transporter,4403,1,0,0,0,
Transporter,4403,2,0,0,0,
Transporter,4403,3,0,0,0,
Transporter,4403,4,0,0,0,
Transporter,4403,5,3005,3738,733,24.39%
Transporter,4403,6,3095,3849,754,24.36%
Transporter,4403,7,3218,4002,784,24.36%
Transporter,4403,8,3335,4148,813,24.38%
Transporter,4403,9,3483,4138,655,18.81%
Transporter,4403,10,3629,4118,489,13.47%
Transporting Mental Health Aide,6101,1,3218,4191,973,30.24%
Transporting Mental Health Aide,6101,2,3335,4148,813,24.38%
Transporting Mental Health Aide,6101,3,3483,4332,849,24.38%
Transporting Mental Health Aide,6101,4,3629,4514,885,24.39%
Transporting Mental Health Aide,6101,5,3790,4714,924,24.38%
Transporting Mental Health Aide,6101,6,3964,4930,966,24.37%
Transporting Mental Health Aide,6101,7,4155,5168,1013,24.38%
Transporting Mental Health Aide,6101,8,4356,5418,1062,24.38%
Transporting Mental Health Aide,6101,9,4555,5411,856,18.79%
Transporting Mental Health Aide,6101,10,4776,5419,643,13.46%
Truck Driver 1,4401,1,3218,4002,784,24.36%
Truck Driver 1,4401,2,3335,4148,813,24.38%
Truck Driver 1,4401,3,3483,4332,849,24.38%
Truck Driver 1,4401,4,3629,4514,885,24.39%
Truck Driver 1,4401,5,3790,4714,924,24.38%
Truck Driver 1,4401,6,3964,4930,966,24.37%
Truck Driver 1,4401,7,4155,5168,1013,24.38%
Truck Driver 1,4401,8,4356,5418,1062,24.38%
Truck Driver 1,4401,9,4555,5411,856,18.79%
Truck Driver 1,4401,10,4776,5419,643,13.46%
Truck Driver 2,4403,1,3629,4514,885,24.39%
Truck Driver 2,4403,2,3790,4714,924,24.38%
Truck Driver 2,4403,3,3964,4930,966,24.37%
Truck Driver 2,4403,4,4155,5168,1013,24.38%
Truck Driver 2,4403,5,4356,5418,1062,24.38%
Truck Driver 2,4403,6,4555,5666,1111,24.39%
Truck Driver 2,4403,7,4776,5941,1165,24.39%
Truck Driver 2,4403,8,5019,6243,1224,24.39%
Truck Driver 2,4403,9,5256,6244,988,18.80%
Truck Driver 2,4403,10,5503,6244,741,13.47%
Veterans Service Officer,799,1,4155,5168,1013,24.38%
Veterans Service Officer,799,2,4356,5418,1062,24.38%
Veterans Service Officer,799,3,4555,5666,1111,24.39%
Veterans Service Officer,799,4,4776,5941,1165,24.39%
Veterans Service Officer,799,5,5019,6243,1224,24.39%
Veterans Service Officer,799,6,5256,6538,1282,24.39%
Veterans Service Officer,799,7,5503,6845,1342,24.39%
Veterans Service Officer,799,8,5771,7178,1407,24.38%
Veterans Service Officer,799,9,6051,7189,1138,18.81%
Veterans Service Officer,799,10,6350,7205,855,13.46%
Veterans Trust Officer,784,1,4155,5168,1013,24.38%
Veterans Trust Officer,784,2,4356,5418,1062,24.38%
Veterans Trust Officer,784,3,4555,5666,1111,24.39%
Veterans Trust Officer,784,4,4776,5941,1165,24.39%
Veterans Trust Officer,784,5,5019,6243,1224,24.39%
Veterans Trust Officer,784,6,5256,6538,1282,24.39%
Veterans Trust Officer,784,7,5503,6845,1342,24.39%
Veterans Trust Officer,784,8,5771,7178,1407,24.38%
Veterans Trust Officer,784,9,6051,7189,1138,18.81%
Veterans Trust Officer,784,10,6350,7205,855,13.46%
Video Producer,3176,1,5256,6538,1282,24.39%
Video Producer,3176,2,5503,6845,1342,24.39%
Video Producer,3176,3,5771,7178,1407,24.38%
Video Producer,3176,4,6051,7527,1476,24.39%
Video Producer,3176,5,6350,7898,1548,24.38%
Video Producer,3176,6,6664,8289,1625,24.38%
Video Producer,3176,7,6982,8685,1703,24.39%
Video Producer,3176,8,7327,9114,1787,24.39%
Video Producer,3176,9,7678,9122,1444,18.81%
Video Producer,3176,10,8057,9142,1085,13.47%
Vocational Rehabilitation Counselor,6647,1,4555,5666,1111,24.39%
Vocational Rehabilitation Counselor,6647,2,4776,5941,1165,24.39%
Vocational Rehabilitation Counselor,6647,3,5019,6243,1224,24.39%
Vocational Rehabilitation Counselor,6647,4,5256,6538,1282,24.39%
Vocational Rehabilitation Counselor,6647,5,5503,6845,1342,24.39%
Vocational Rehabilitation Counselor,6647,6,5771,7178,1407,24.38%
Vocational Rehabilitation Counselor,6647,7,6051,7527,1476,24.39%
Vocational Rehabilitation Counselor,6647,8,6350,7898,1548,24.38%
Vocational Rehabilitation Counselor,6647,9,6664,7917,1253,18.80%
Vocational Rehabilitation Counselor,6647,10,6982,7922,940,13.46%
Vocational Rehabilitation Counselor Entry,6646,1,3629,4514,885,24.39%
Vocational Rehabilitation Counselor Entry,6646,2,3790,4714,924,24.38%
Vocational Rehabilitation Counselor Entry,6646,3,3964,4930,966,24.37%
Vocational Rehabilitation Counselor Entry,6646,4,4155,5168,1013,24.38%
Vocational Rehabilitation Counselor Entry,6646,5,4356,5418,1062,24.38%
Vocational Rehabilitation Counselor Entry,6646,6,4555,5666,1111,24.39%
Vocational Rehabilitation Counselor Entry,6646,7,4776,5941,1165,24.39%
Vocational Rehabilitation Counselor Entry,6646,8,5019,6243,1224,24.39%
Vocational Rehabilitation Counselor Entry,6646,9,5256,6244,988,18.80%
Vocational Rehabilitation Counselor Entry,6646,10,5503,6244,741,13.47%
Vocational Rehabilitation Specialist,6648,1,4776,5941,1165,24.39%
Vocational Rehabilitation Specialist,6648,2,5019,6243,1224,24.39%
Vocational Rehabilitation Specialist,6648,3,5256,6538,1282,24.39%
Vocational Rehabilitation Specialist,6648,4,5503,6845,1342,24.39%
Vocational Rehabilitation Specialist,6648,5,5771,7178,1407,24.38%
Vocational Rehabilitation Specialist,6648,6,6051,7527,1476,24.39%
Vocational Rehabilitation Specialist,6648,7,6350,7898,1548,24.38%
Vocational Rehabilitation Specialist,6648,8,6664,8289,1625,24.38%
Vocational Rehabilitation Specialist,6648,9,6982,8295,1313,18.81%
Vocational Rehabilitation Specialist,6648,10,7327,8314,987,13.47%
Water Resource Data Technician 1,8510,1,3483,4332,849,24.38%
Water Resource Data Technician 1,8510,2,3629,4514,885,24.39%
Water Resource Data Technician 1,8510,3,3790,4714,924,24.38%
Water Resource Data Technician 1,8510,4,3964,4930,966,24.37%
Water Resource Data Technician 1,8510,5,4155,5168,1013,24.38%
Water Resource Data Technician 1,8510,6,4356,5418,1062,24.38%
Water Resource Data Technician 1,8510,7,4555,5666,1111,24.39%
Water Resource Data Technician 1,8510,8,4776,5941,1165,24.39%
Water Resource Data Technician 1,8510,9,5019,5963,944,18.81%
Water Resource Data Technician 1,8510,10,5256,5964,708,13.47%
Water Resource Data Technician 2,8511,1,3790,4714,924,24.38%
Water Resource Data Technician 2,8511,2,3964,4930,966,24.37%
Water Resource Data Technician 2,8511,3,4155,5168,1013,24.38%
Water Resource Data Technician 2,8511,4,4356,5418,1062,24.38%
Water Resource Data Technician 2,8511,5,4555,5666,1111,24.39%
Water Resource Data Technician 2,8511,6,4776,5941,1165,24.39%
Water Resource Data Technician 2,8511,7,5019,6243,1224,24.39%
Water Resource Data Technician 2,8511,8,5256,6538,1282,24.39%
Water Resource Data Technician 2,8511,9,5503,6538,1035,18.81%
Water Resource Data Technician 2,8511,10,5771,6548,777,13.46%
Wildland Fire Dispatcher,8364,1,3005,3738,733,24.39%
Wildland Fire Dispatcher,8364,2,3095,3849,754,24.36%
Wildland Fire Dispatcher,8364,3,3218,4002,784,24.36%
Wildland Fire Dispatcher,8364,4,3335,4148,813,24.38%
Wildland Fire Dispatcher,8364,5,3483,4332,849,24.38%
Wildland Fire Dispatcher,8364,6,3629,4514,885,24.39%
Wildland Fire Dispatcher,8364,7,3790,4714,924,24.38%
Wildland Fire Dispatcher,8364,8,3964,4930,966,24.37%
Wildland Fire Dispatcher,8364,9,4155,4936,781,18.80%
Wildland Fire Dispatcher,8364,10,4356,4943,587,13.48%
Wildland Fire Dispatcher Entry,8363,1,0,0,0,
Wildland Fire Dispatcher Entry,8363,2,0,0,0,
Wildland Fire Dispatcher Entry,8363,3,0,0,0,
Wildland Fire Dispatcher Entry,8363,4,0,0,0,
Wildland Fire Dispatcher Entry,8363,5,3005,3738,733,24.39%
Wildland Fire Dispatcher Entry,8363,6,3095,3849,754,24.36%
Wildland Fire Dispatcher Entry,8363,7,3218,4002,784,24.36%
Wildland Fire Dispatcher Entry,8363,8,3335,4148,813,24.38%
Wildland Fire Dispatcher Entry,8363,9,3483,4138,655,18.81%
Wildland Fire Dispatcher Entry,8363,10,3629,4118,489,13.47%
Wildland Fire Suppression Specialist,8355,1,3218,4002,784,24.36%
Wildland Fire Suppression Specialist,8355,2,3335,4148,813,24.38%
Wildland Fire Suppression Specialist,8355,3,3483,4332,849,24.38%
Wildland Fire Suppression Specialist,8355,4,3629,4514,885,24.39%
Wildland Fire Suppression Specialist,8355,5,3790,4714,924,24.38%
Wildland Fire Suppression Specialist,8355,6,3964,4930,966,24.37%
Wildland Fire Suppression Specialist,8355,7,4155,5168,1013,24.38%
Wildland Fire Suppression Specialist,8355,8,4356,5418,1062,24.38%
Wildland Fire Suppression Specialist,8355,9,4555,5411,856,18.79%
Wildland Fire Suppression Specialist,8355,10,4776,5419,643,13.46%
Wildland Fire Suppression Specialist Entry,8354,1,0,0,0,
Wildland Fire Suppression Specialist Entry,8354,2,0,0,0,
Wildland Fire Suppression Specialist Entry,8354,3,3005,3738,733,24.39%
Wildland Fire Suppression Specialist Entry,8354,4,3095,3849,754,24.36%
Wildland Fire Suppression Specialist Entry,8354,5,3218,4002,784,24.36%
Wildland Fire Suppression Specialist Entry,8354,6,3335,4148,813,24.38%
Wildland Fire Suppression Specialist Entry,8354,7,3483,4332,849,24.38%
Wildland Fire Suppression Specialist Entry,8354,8,3629,4514,885,24.39%
Wildland Fire Suppression Specialist Entry,8354,9,3790,4502,712,18.79%
Wildland Fire Suppression Specialist Entry,8354,10,3964,4498,534,13.47%
Word Processing Technician 2,531,1,0,0,0,
Word Processing Technician 2,531,2,3005,3738,733,24.39%
Word Processing Technician 2,531,3,3095,3849,754,24.36%
Word Processing Technician 2,531,4,3218,4002,784,24.36%
Word Processing Technician 2,531,5,3335,4148,813,24.38%
